GEOID,NAME,total_renter_occupied_units,renter_occupied_5_9_units,renter_occupied_10_19_units,renter_occupied_50_plus_units,renter_occupied_20_49_units,renter_occupied_5_plus,pct_renter_occupied_5_9_units,pct_renter_occupied_10_19_units,pct_renter_occupied_20_49_units,pct_renter_occupied_50_plus_units,pct_renter_occupied_20_plus_units,pct_renter_occupied_10_plus_units,pct_renter_occupied_5_plus_units
12580,"Baltimore-Columbia-Towson, MD Metro Area",350557,43977,67461,15024,48928,175390,0.12544892841962935,0.19243946062979772,0.13957216658061314,0.0428575096204041,0.18242967620101724,0.37486913683081496,0.5003180652504443
12620,"Bangor, ME Metro Area",18657,2569,1271,952,926,5718,0.13769630701613336,0.0681245645066195,0.049632845580747174,0.051026424398349146,0.10065926997909631,0.16878383448571582,0.30648014150184916
12700,"Barnstable Town, MA Metro Area",19301,2091,943,871,1202,5107,0.10833635562924201,0.04885757214652091,0.06227656598103725,0.045127195482099376,0.10740376146313663,0.15626133360965752,0.26459768923889954
12940,"Baton Rouge, LA Metro Area",96620,8118,10520,6861,9511,35010,0.08401987166218174,0.10888014903746636,0.09843717656799834,0.07101014282757193,0.16944731939557028,0.27832746843303663,0.3623473400952184
12980,"Battle Creek, MI Metro Area",16379,1729,1951,2214,1580,7474,0.10556200012210758,0.11911594114414799,0.09646498565235972,0.13517308749007875,0.23163807314243848,0.3507540142865865,0.45631601440869407
13020,"Bay City, MI Metro Area",9788,948,697,494,1385,3524,0.09685328974254188,0.07120964446260727,0.1414997956681651,0.05046996322026972,0.19196975888843482,0.2631794033510421,0.360032693093584
13140,"Beaumont-Port Arthur, TX Metro Area",48781,9422,6419,1494,2907,20242,0.19314897193579467,0.13158811832475759,0.059592874274820115,0.030626678419876593,0.09021955269469671,0.22180767101945428,0.414956642955249
13220,"Beckley, WV Metro Area",11796,962,348,363,491,2164,0.08155306883689387,0.029501525940996948,0.04162427941675144,0.030773143438453714,0.07239742285520516,0.10189894879620211,0.18345201763309596
13380,"Bellingham, WA Metro Area",32293,3392,3731,3907,3325,14355,0.10503824358220047,0.11553587464775648,0.10296349053974546,0.12098597219211595,0.2239494627318614,0.3394853373796179,0.4445235809618184
13460,"Bend-Redmond, OR Metro Area",24865,1854,1339,1161,1587,5941,0.07456263824653127,0.05385079428916147,0.06382465312688518,0.046692137542730744,0.11051679066961592,0.1643675849587774,0.23893022320530866
13740,"Billings, MT Metro Area",21684,2262,1365,1097,2122,6846,0.10431654676258993,0.06294964028776978,0.09786017339974175,0.05059029699317469,0.14845047039291642,0.21140011068068623,0.31571665744327615
13780,"Binghamton, NY Metro Area",31885,3935,2680,1744,2005,10364,0.12341226281950761,0.08405206209816528,0.06288223302493336,0.05469656578328368,0.11757879880821703,0.2016308609063823,0.3250431237258899
13820,"Birmingham-Hoover, AL Metro Area",136075,20332,17984,10305,9047,57668,0.14941760058791106,0.13216241043542165,0.06648539408414478,0.07573029579276135,0.1422156898769061,0.27437810031232773,0.4237957009002388
13900,"Bismarck, ND Metro Area",17153,2001,2048,3267,1970,9286,0.11665597854602694,0.11939602401912201,0.11484871451058123,0.19046230980003498,0.30531102431061624,0.4247070483297382,0.5413630268757652
13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",25511,2761,5244,1118,700,9823,0.10822782329191329,0.20555838657833875,0.02743914389871036,0.04382423268394026,0.07126337658265063,0.2768217631609894,0.38504958645290266
14010,"Bloomington, IL Metro Area",25094,4596,4961,2013,1969,13539,0.18315135092053877,0.19769666055630827,0.078464971706384,0.08021837889535346,0.15868335060173747,0.35638001115804574,0.5395313620785845
14020,"Bloomington, IN Metro Area",26952,4738,4615,2288,2100,13741,0.17579400415553575,0.17123033541110122,0.07791629563668745,0.08489165924606708,0.1628079548827545,0.33403829029385573,0.5098322944493915
14100,"Bloomsburg-Berwick, PA Metro Area",10458,627,502,749,369,2247,0.05995410212277682,0.048001529929240776,0.035283993115318414,0.07161981258366801,0.10690380569898641,0.1549053356282272,0.21485943775100402
14260,"Boise City, ID Metro Area",79428,5492,4347,3753,6551,20143,0.06914438233368585,0.05472881099864028,0.08247721206627386,0.0472503399305031,0.12972755199677696,0.18445636299541723,0.2536007453291031
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",697398,84233,72214,77348,114267,348062,0.12078182042391862,0.10354775895543147,0.16384761642562784,0.11090940897450237,0.2747570254001302,0.3783047843555617,0.4990866047794803
14500,"Boulder, CO Metro Area",47801,6614,7024,5233,6424,25295,0.13836530616514298,0.14694253258300036,0.1343904939227213,0.10947469718206732,0.2438651911047886,0.39080772368778893,0.5291730298529319
14540,"Bowling Green, KY Metro Area",24137,2846,1724,1046,709,6325,0.11791026225297262,0.07142561213075362,0.029373990139619673,0.04333595724406513,0.0727099473836848,0.1441355595144384,0.26204582176741104
14740,"Bremerton-Silverdale, WA Metro Area",33968,3301,3354,2710,2586,11951,0.09717969853980217,0.09873999057936882,0.0761304757418747,0.07978097032501177,0.15591144606688648,0.2546514366462553,0.35183113518605746
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",111322,10198,7917,8880,19138,46133,0.09160812777348593,0.07111801800183253,0.17191570399381972,0.07976859919872083,0.25168430319254054,0.3228023211943731,0.414410448967859
15180,"Brownsville-Harlingen, TX Metro Area",41075,3877,2518,2288,2874,11557,0.09438831405964698,0.06130249543517955,0.06996956786366403,0.05570298234936093,0.12567255021302495,0.1869750456482045,0.2813633597078515
15260,"Brunswick, GA Metro Area",15407,1628,936,367,920,3851,0.10566625559810476,0.060751606412669565,0.059713117414162395,0.02382034140325826,0.08353345881742065,0.14428506523009021,0.249951320828195
15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",161948,19420,9918,7059,16876,53273,0.11991503445550424,0.06124188010966483,0.10420628843826413,0.04358806530491269,0.14779435374317682,0.20903623385284165,0.32895126830834587
15500,"Burlington, NC Metro Area",22391,2431,2426,1354,689,6900,0.10857040775311509,0.10834710374704122,0.030771292036979144,0.06047072484480372,0.09124201688178286,0.19958912062882408,0.30815952838193916
15540,"Burlington-South Burlington, VT Metro Area",29475,4388,1682,3705,2718,12493,0.14887192536047497,0.057065309584393556,0.09221374045801527,0.1256997455470738,0.21791348600508906,0.2749787955894826,0.42385072094995757
15680,"California-Lexington Park, MD Metro Area",11767,1542,1555,754,605,4456,0.13104444633296508,0.13214923089997452,0.05141497408005439,0.06407750488654712,0.11549247896660152,0.24764170986657602,0.3786861561995411
15940,"Canton-Massillon, OH Metro Area",50937,5659,3723,1896,3200,14478,0.111098023048079,0.07309028800282702,0.0628227025541355,0.03722245126332528,0.10004515381746079,0.1731354418202878,0.2842334648683668
15980,"Cape Coral-Fort Myers, FL Metro Area",79907,6166,7566,6476,5794,26002,0.07716470396836322,0.09468507139549727,0.07250929205201047,0.0810442138986572,0.15355350595066766,0.24823857734616492,0.3254032813145281
16020,"Cape Girardeau, MO-IL Metro Area",11687,1464,1003,403,529,3399,0.12526739111833662,0.08582185334131942,0.045263968512021906,0.034482758620689655,0.07974672713271155,0.16556858047403097,0.29083597159236757
16060,"Carbondale-Marion, IL Metro Area",19564,2037,1345,1127,998,5507,0.10411981189940707,0.0687487221427111,0.0510120629728072,0.057605806583520755,0.10861786955632795,0.17736659169903904,0.2814864035984461
16180,"Carson City, NV Metro Area",9950,1176,837,1484,671,4168,0.11819095477386934,0.08412060301507537,0.06743718592964824,0.14914572864321607,0.21658291457286433,0.3007035175879397,0.41889447236180904
16220,"Casper, WY Metro Area",10828,855,769,1223,481,3328,0.07896195049870705,0.07101957886959734,0.044421869227927596,0.11294791281861839,0.157369782046546,0.22838936091614334,0.3073513114148504
16300,"Cedar Rapids, IA Metro Area",26799,3785,5193,2760,1537,13275,0.14123661330646667,0.19377588715996866,0.057352886301727676,0.10298891749692153,0.1603418037986492,0.35411769095861784,0.49535430426508453
16540,"Chambersburg-Waynesboro, PA Metro Area",18051,2071,906,389,491,3857,0.11473048584565952,0.0501911251454213,0.02720070910198881,0.021550052628663233,0.04875076173065204,0.09894188687607335,0.21367237272173287
16580,"Champaign-Urbana, IL Metro Area",41174,5844,8071,5818,3729,23462,0.14193423033953464,0.19602176130567833,0.09056686258318357,0.14130276388011853,0.2318696264633021,0.42789138776898045,0.5698256181085151
16620,"Charleston, WV Metro Area",27572,2881,1442,1262,2054,7639,0.1044900623821268,0.052299434208617435,0.0744958653706659,0.0457710721021326,0.12026693747279849,0.17256637168141592,0.27705643406354274
16700,"Charleston-North Charleston, SC Metro Area",97591,14071,12499,7103,5599,39272,0.1441833775655542,0.12807533481571046,0.05737209373815209,0.07278335092375321,0.1301554446619053,0.25823077947761575,0.40241415704316996
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",318578,38121,46376,30260,21742,136499,0.11965986351851038,0.14557188506425428,0.06824702270715492,0.0949845877618668,0.1632316104690217,0.308803495533276,0.4284633590517864
16820,"Charlottesville, VA Metro Area",31934,3002,4615,2042,2225,11884,0.0940063881756122,0.14451681593286153,0.06967495459384981,0.06394438529467025,0.13361933988852007,0.2781361558213816,0.3721425439969938
16860,"Chattanooga, TN-GA Metro Area",70105,7589,6584,3549,4580,22302,0.10825190785250695,0.09391626845446116,0.06533057556522359,0.050624063904143785,0.11595463946936738,0.20987090792382854,0.3181228157763355
16940,"Cheyenne, WY Metro Area",11847,1011,504,813,714,3042,0.08533806026842239,0.042542415801468725,0.06026842238541403,0.06862496834641682,0.12889339073183084,0.17143580653329957,0.25677386680172193
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",1243348,205932,114925,104590,208775,634222,0.16562700064664115,0.09243188552199384,0.16791356884798142,0.08411965113548259,0.252033219983464,0.34446510550545784,0.510092106152099
17020,"Chico, CA Metro Area",35439,3412,2063,1615,2412,9502,0.09627811168486695,0.05821270351872231,0.0680606111910607,0.04557126329749711,0.1136318744885578,0.17184457800728012,0.2681226896921471
17140,"Cincinnati, OH-KY-IN Metro Area",286367,39754,50211,15857,23569,129391,0.13882186145750033,0.1753379404749849,0.08230347770518251,0.05537300038063045,0.13767647808581296,0.31301441856079787,0.4518362800182982
17300,"Clarksville, TN-KY Metro Area",43314,4668,2623,1328,1296,9915,0.10777115944036571,0.06055778732049684,0.029921041695525695,0.03065983284850164,0.06058087454402734,0.12113866186452417,0.22890982130488988
17420,"Cleveland, TN Metro Area",15496,1734,635,231,520,3120,0.11189984512132163,0.04097831698502839,0.03355704697986577,0.014907072792978834,0.04846411977284461,0.089442436757873,0.20134228187919462
17460,"Cleveland-Elyria, OH Metro Area",300376,28542,33959,20322,56756,139579,0.09502090712973074,0.11305497110288439,0.1889498495219325,0.06765520547580366,0.25660505499773617,0.36966002610062054,0.4646809332303513
17660,"Coeur d'Alene, ID Metro Area",17862,1491,1376,914,1148,4929,0.08347329526368828,0.07703504646736088,0.06427051841899004,0.051170081737767326,0.11544060015675736,0.19247564662411823,0.2759489418878065
17780,"College Station-Bryan, TX Metro Area",45478,4921,6088,2479,3863,17351,0.10820616561854084,0.1338669246668719,0.08494216984036237,0.05450987290558072,0.13945204274594308,0.273318967412815,0.3815251330313558
17820,"Colorado Springs, CO Metro Area",93756,8950,11293,10240,7824,38307,0.09546055719100645,0.12045095780536712,0.0834506591578139,0.1092196766073638,0.1926703357651777,0.3131212935705448,0.40858185076155124
17860,"Columbia, MO Metro Area",31271,4256,3643,2001,1874,11774,0.13610054043682646,0.11649771353650347,0.059927728566403375,0.0639889993924083,0.12391672795881167,0.24041444149531516,0.3765149819321416
17900,"Columbia, SC Metro Area",100687,13343,10339,6240,6674,36596,0.1325195904138568,0.10268455709277265,0.06628462462880014,0.06197423699186588,0.12825886162066602,0.23094341871343868,0.36346300912729546
17980,"Columbus, GA-AL Metro Area",51509,7184,5502,2485,2729,17900,0.13947077209807995,0.1068162845328001,0.052981032440932656,0.04824399619483974,0.10122502863577239,0.2080413131685725,0.34751208526665245
18020,"Columbus, IN Metro Area",9082,1096,1036,670,496,3298,0.12067826469940542,0.11407179035454745,0.05461352125082581,0.0737722968509139,0.1283858181017397,0.24245760845628717,0.36313587315569257
18140,"Columbus, OH Metro Area",302834,56097,33235,19739,22904,131975,0.1852400985358315,0.10974659384349181,0.07563219453562017,0.06518092420269851,0.14081311873831867,0.2505597125818105,0.435799811117642
18580,"Corpus Christi, TX Metro Area",63960,9587,5203,1678,4246,20714,0.14989055659787368,0.08134771732332707,0.06638524077548467,0.026235146966854285,0.09262038774233897,0.17396810506566604,0.3238586616635397
18700,"Corvallis, OR Metro Area",15134,2707,1529,1060,1421,6717,0.1788687723007797,0.10103079159508392,0.0938945420906568,0.07004096735826616,0.16393550944892296,0.26496630104400687,0.44383507334478656
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",35518,3556,2038,2207,2648,10449,0.10011824990145841,0.05737935694577397,0.0745537473956867,0.06213750774255307,0.13669125513823976,0.19407061208401374,0.29418886198547217
19060,"Cumberland, MD-WV Metro Area",11870,1348,596,494,701,3139,0.11356360572872788,0.0502106149957877,0.0590564448188711,0.04161752316764954,0.10067396798652065,0.15088458298230834,0.2644481887110362
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",1023865,146665,183275,105436,150835,586211,0.1432464240891133,0.1790030912278474,0.14731922665585795,0.10297842000654384,0.2502976466624018,0.4293007378902492,0.5725471619793625
19140,"Dalton, GA Metro Area",17640,1989,1220,495,304,4008,0.11275510204081633,0.0691609977324263,0.017233560090702947,0.02806122448979592,0.04529478458049887,0.11445578231292516,0.2272108843537415
19180,"Danville, IL Metro Area",9617,950,746,325,688,2709,0.09878340438806281,0.07757096807736301,0.07153998128314443,0.03379432255381096,0.1053343038369554,0.1829052719143184,0.2816886763023812
19300,"Daphne-Fairhope-Foley, AL Metro Area",20741,1843,2360,1240,1198,6641,0.08885781784870546,0.11378429198206451,0.05775999228581071,0.05978496697362712,0.11754495925943782,0.23132925124150233,0.3201870690902078
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",45284,5596,5267,3289,4678,18830,0.12357565586078968,0.11631039660807349,0.10330359508877307,0.07263050967229043,0.1759341047610635,0.292244501369137,0.4158201572299267
19380,"Dayton, OH Metro Area",121687,17813,11997,5017,8195,43022,0.14638375504367762,0.09858900293375628,0.06734490948088127,0.04122872615809413,0.1085736356389754,0.20716263857273168,0.3535463936164093
19460,"Decatur, AL Metro Area",15396,2392,1037,750,627,4806,0.15536502987789036,0.06735515718368408,0.04072486360093531,0.04871395167575994,0.08943881527669524,0.15679397246037932,0.31215900233826965
19500,"Decatur, IL Metro Area",13437,1728,1211,776,1555,5270,0.12860013395847286,0.090124283694277,0.11572523628786187,0.057750986083203094,0.17347622237106497,0.26360050606534197,0.39220064002381483
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",73488,6811,6771,4159,6133,23874,0.0926817983888526,0.0921374918354017,0.08345580230785979,0.056594273895057695,0.14005007620291748,0.2321875680383192,0.3248693664271718
19740,"Denver-Aurora-Lakewood, CO Metro Area",398634,39472,67724,61897,73102,242195,0.09901814697190907,0.16989017494744552,0.1833812469583628,0.15527275646332225,0.33865400342168506,0.5085441783691306,0.6075623253410396
19780,"Des Moines-West Des Moines, IA Metro Area",75206,7953,10584,15866,8055,42458,0.10574954126000585,0.14073345211818206,0.10710581602531713,0.21096721006302688,0.31807302608834404,0.4588064782065261,0.5645560194665319
19820,"Detroit-Warren-Dearborn, MI Metro Area",527324,76782,54920,30767,67890,230359,0.14560687546935092,0.1041484931465285,0.12874437727089985,0.05834553329641738,0.18708991056731725,0.29123840371384574,0.43684527918319666
20020,"Dothan, AL Metro Area",17718,1563,908,433,522,3426,0.08821537419573315,0.05124731911050909,0.02946156451066712,0.02443842420137713,0.053899988712044246,0.10514730782255334,0.1933626820182865
20100,"Dover, DE Metro Area",19991,1488,2600,1008,834,5930,0.07443349507278275,0.13005852633685158,0.041718773448051624,0.05042269021059477,0.0921414636586464,0.22219998999549798,0.29663348506828074
20220,"Dubuque, IA Metro Area",10594,1256,907,845,895,3903,0.11855767415518217,0.08561449877289032,0.08448178214083443,0.07976212950726827,0.1642439116481027,0.24985841042099302,0.3684160845761752
20260,"Duluth, MN-WI Metro Area",33819,2735,2941,4455,4929,15060,0.08087169934060735,0.08696294982110647,0.14574647387563205,0.1317306839350661,0.27747715781069815,0.3644401076318046,0.44531180697241196
20500,"Durham-Chapel Hill, NC Metro Area",87675,12074,16361,6705,6540,41680,0.13771314513829483,0.1866096378671229,0.07459366980325065,0.07647562018819504,0.15106928999144567,0.33767892785856857,0.4753920729968634
20700,"East Stroudsburg, PA Metro Area",12652,821,536,577,321,2255,0.06489092633575719,0.04236484350300348,0.025371482769522606,0.045605437875434716,0.07097692064495732,0.1133417641479608,0.17823269048371798
20740,"Eau Claire, WI Metro Area",21955,2799,1455,1416,1435,7105,0.12748804372580277,0.06627191983602825,0.06536096561147803,0.06449555909815531,0.12985652470963335,0.19612844454566158,0.3236164882714644
20940,"El Centro, CA Metro Area",18340,2712,1161,674,909,5456,0.14787350054525628,0.06330425299890949,0.049563794983642315,0.036750272628135225,0.08631406761177754,0.14961832061068703,0.2974918211559433
21060,"Elizabethtown-Fort Knox, KY Metro Area",20062,2433,1539,547,370,4889,0.12127405044362477,0.07671219220416708,0.018442827235569732,0.027265477021234174,0.04570830425680391,0.12242049646097099,0.24369454690459574
21140,"Elkhart-Goshen, IN Metro Area",22545,2484,1987,1602,1960,8033,0.11017964071856287,0.0881348414282546,0.08693723663783544,0.07105788423153693,0.15799512086937237,0.24612996229762696,0.35630960301618986
21300,"Elmira, NY Metro Area",11024,1149,638,306,1024,3117,0.10422714078374455,0.05787373004354136,0.09288824383164006,0.027757619738751814,0.12064586357039188,0.17851959361393324,0.2827467343976778
21340,"El Paso, TX Metro Area",102723,13898,13270,5528,7696,40392,0.1352958928380207,0.1291823642222287,0.07491993029798584,0.053814627688054284,0.12873455798604014,0.25791692220826884,0.3932128150462895
21420,"Enid, OK Metro Area",8469,523,501,313,314,1651,0.061754634549533595,0.05915692525681899,0.037076396268744836,0.036958318573621446,0.07403471484236628,0.13319164009918527,0.19494627464871886
21500,"Erie, PA Metro Area",37637,3560,2324,2014,3565,11463,0.0945877726705104,0.061747748226479264,0.09472062066583416,0.053511172516406726,0.1482317931822409,0.20997954140872013,0.30456731407923054
21660,"Eugene, OR Metro Area",62345,6846,5737,4448,6492,23523,0.1098083246451199,0.09202021012110033,0.10413024300264656,0.07134493543989093,0.1754751784425375,0.2674953885636378,0.3773037132087577
21780,"Evansville, IN-KY Metro Area",40956,6255,4780,2283,3100,16418,0.1527248754761207,0.11671061627112023,0.07569098544779763,0.05574274831526516,0.1314337337630628,0.24814435003418303,0.40086922551030374
21820,"Fairbanks, AK Metro Area",15150,1295,853,697,785,3630,0.08547854785478548,0.0563036303630363,0.051815181518151815,0.046006600660066004,0.09782178217821783,0.15412541254125411,0.2396039603960396
22020,"Fargo, ND-MN Metro Area",42498,3020,7056,15553,6788,32417,0.07106216763141796,0.1660313426514189,0.15972516353710764,0.36597016330180243,0.5256953268389101,0.6917266694903289,0.7627888371217469
22140,"Farmington, NM Metro Area",12148,579,518,295,224,1616,0.047662166611787946,0.042640763911755024,0.018439249259137307,0.024283832729667436,0.04272308198880474,0.08536384590055976,0.13302601251234772
22180,"Fayetteville, NC Metro Area",66757,7918,6450,5323,1093,20784,0.11860928441961142,0.09661908114504845,0.016372814835897358,0.07973695642404542,0.09610977125994277,0.19272885240499124,0.31133813682460265
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",75644,7101,13983,2970,2780,26834,0.09387393580455819,0.184852731214637,0.03675109724498969,0.03926286288403574,0.07601396012902543,0.2608666913436624,0.35474062714822063
22380,"Flagstaff, AZ Metro Area",18639,2971,2226,699,903,6799,0.15939696335640324,0.1194270078866892,0.04844680508610977,0.03750201191051022,0.08594881699661999,0.2053758248833092,0.36477278823971243
22420,"Flint, MI Metro Area",51196,5893,6790,3304,4163,20150,0.11510664895694976,0.13262754902726775,0.08131494648019376,0.06453629189780452,0.1458512383779983,0.27847878740526605,0.3935854363622158
22500,"Florence, SC Metro Area",26044,2643,1554,561,841,5599,0.10148210720319459,0.05966825372446629,0.032291506681001385,0.02154046997389034,0.05383197665489172,0.11350023037935801,0.2149823375825526
22520,"Florence-Muscle Shoals, AL Metro Area",18088,2446,1314,591,711,5062,0.13522777532065458,0.07264484741264927,0.0393078283945157,0.03267359575409111,0.07198142414860681,0.14462627156125607,0.2798540468819107
22540,"Fond du Lac, WI Metro Area",11898,2122,1346,1194,834,5496,0.17834930240376534,0.11312825684989074,0.07009581442259204,0.10035300050428643,0.17044881492687847,0.2835770717767692,0.46192637418053456
22660,"Fort Collins, CO Metro Area",47280,6296,6542,3935,4008,20781,0.13316412859560067,0.13836717428087986,0.08477157360406092,0.08322758037225042,0.16799915397631135,0.3063663282571912,0.43953045685279185
22900,"Fort Smith, AR-OK Metro Area",35621,2872,2651,1350,1639,8512,0.08062659667050336,0.07442239128603913,0.04601218382414868,0.03789899216754162,0.08391117599169029,0.15833356727772943,0.23896016394823277
23060,"Fort Wayne, IN Metro Area",50059,7080,6181,4122,3972,21355,0.14143310893146088,0.12347430032561578,0.07934637128188737,0.08234283545416408,0.16168920673605147,0.2851635070616672,0.4265966159931281
23420,"Fresno, CA Metro Area",143680,20978,7665,4554,9431,42628,0.14600501113585745,0.05334771714922049,0.06563891982182628,0.03169543429844098,0.09733435412026727,0.15068207126948774,0.2966870824053452
23460,"Gadsden, AL Metro Area",10895,1294,642,301,371,2608,0.11877007801743919,0.05892611289582377,0.03405231757687013,0.02762735199632859,0.06167966957319872,0.12060578246902248,0.23937586048646167
23540,"Gainesville, FL Metro Area",44924,6615,7302,5224,4159,23300,0.14724868667082183,0.16254118066067136,0.09257857715252427,0.11628528180927789,0.20886385896180215,0.3714050396224735,0.5186537262932953
23580,"Gainesville, GA Metro Area",20060,1745,2473,1026,1385,6629,0.08698903290129611,0.12328015952143569,0.06904287138584247,0.05114656031904287,0.12018943170488534,0.24346959122632103,0.3304586241276172
23900,"Gettysburg, PA Metro Area",8928,917,278,354,101,1650,0.10271057347670251,0.031137992831541218,0.011312724014336917,0.0396505376344086,0.05096326164874552,0.08210125448028674,0.18481182795698925
